Match Id,Match Date,Match YYMMDD,Match Type,Season,Series,Day/Night,Venue,TeamA At Home,TeamB At Home,Team Batting At Home,Team Bowling At Home,Toss Won By Team,Toss Won By Batting Team,Toss Decision,TeamA 1st Comparison,TeamA Result,Team Batting,Team Bowling,Innings,Day,Session,Time of Day (Hour),Time of Day (Min),Time of Day,Striker Id,Striker,Striker Hand,Non Striker,Non Striker Hand,Bowler Id,Bowler,Bowler Hand,Pace / Spin,Bowler Style,Spell,Over The Wicket,Northern End,Over,Ball In Over,Fair Ball In Over,Ball Speed,Ball RPM,Pitch X,Pitch Y,At Batter X,At Batter Y,Hit To Len,Hit To Angle,Bat Score,ReachedBoundary,Wides,Noballs,Byes,Legbyes,Penalty Runs,Taken By WK,Batter Out,How Out,TeamA,TeamB,TeamBattingMatchInnings1,TeamBattingMatchInnings2,TeamBattingMatchInnings3,TeamBattingMatchInnings4,MatchInnings,TeamB Result,Team Batting Result,Team Bowling Result,Inside Edge,Outside Edge,Play and Miss,Hit on Pads,Hit on Head,Hit on Body,Contact Error,Opportunity,Appeal,Bowler Variation,Batter Movement,Sweep Shot,Ramp or Paddle Shot,Reverse or Switch Shot,Injury Striker Head,Injury Striker Other,Injury Non Striker Head,Injury Non Striker Other,Injury Bowler Head,Injury Bowler Other,Event Grade,Event Infield,Pitch X Coded,Pitch Y Coded,At Batter X Coded,At Batter Y Coded,Catch,Catch Assist,Dropped Catch,Runout,Runout Assist
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,38,09:38,970313,"Henry, Scott",Left,"Nevill, Peter",Right,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,4,6,6,,,549,8056,419,1021,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,549,8056,419,1021,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,39,09:39,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,5,1,1,,,749,7205,562,801,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,749,7205,562,801,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,40,09:40,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,5,2,2,,,962,7460,720,844,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,962,7460,720,844,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,40,09:40,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,5,3,3,,,345,5716,25,673,33,-86,1,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,345,5716,25,673,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,41,09:41,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,5,4,4,,,357,6056,586,655,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,357,6056,586,655,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,41,09:41,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,5,5,5,,,81,6184,407,661,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,81,6184,407,661,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,42,09:42,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,5,6,6,,,-47,5886,115,576,24,77,0,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,-47,5886,115,576,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,43,09:43,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,6,1,1,,,-102,7503,432,862,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,-102,7503,432,862,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,43,09:43,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,6,2,2,,,132,6481,543,661,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,132,6481,543,661,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,44,09:44,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,6,3,3,,,47,6439,470,740,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,47,6439,470,740,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,45,09:45,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,6,4,4,,,68,5886,519,704,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,68,5886,519,704,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,45,09:45,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,6,5,5,,,451,3077,397,399,79,35,2,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,451,3077,397,399,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,46,09:46,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,6,6,6,,,47,6567,279,771,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,47,6567,279,771,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,47,09:47,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,7,1,1,,,527,5205,791,582,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,527,5205,791,582,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,47,09:47,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,7,2,2,,,-68,6269,36,728,24,-78,0,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,-68,6269,36,728,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,48,09:48,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,7,3,3,,,81,7290,427,734,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,81,7290,427,734,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,48,09:48,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,7,4,4,,,-90,5588,-7,533,17,113,0,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,Y,-90,5588,-7,533,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,49,09:49,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,7,5,5,,,81,7162,293,740,36,104,0,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,81,7162,293,740,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,50,09:50,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,7,6,6,,,506,5333,501,606,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,506,5333,501,606,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,50,09:50,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,8,1,1,,,196,4907,300,490,78,29,2,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,196,4907,300,490,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,51,09:51,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,8,2,2,,,-485,8566,-513,1106,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,-485,8566,-513,1106,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,52,09:52,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,8,3,3,,,-272,7162,-66,880,62,-103,2,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,-272,7162,-66,880,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,52,09:52,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,8,4,4,,,600,5035,578,539,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,600,5035,578,539,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,53,09:53,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,8,5,5,,,643,5418,647,588,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,643,5418,647,588,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,54,09:54,2960002,"Nevill, Peter",Right,"Henry, Scott",Left,700011,"Johnson, Mitchell",Left,Pace,Fast,2,Y,S,8,6,6,,,-378,7375,-121,984,13,-123,0,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,-378,7375,-121,984,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,55,09:55,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,9,1,1,,,166,6439,257,667,10,56,0,N,0,0,0,0,0,N,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,166,6439,257,667,N,N,N,N,N
1070558,18-Sep-2012,20120918,4 Day,2012-13,Domestic 1st Class M,N,WACA Ground,Y,N,N,Y,NSW (M),Y,To Bowl,3,Lost Outright,NSW (M),WA (M),1,2,1,9,55,09:55,970313,"Henry, Scott",Left,"Nevill, Peter",Right,2700112,"Rimmington, Nathan",Right,Pace,Fast-Medium,3,Y,N,9,2,2,,,357,7120,427,710,0,0,0,N,0,0,0,0,0,Y,,,WA (M),NSW (M),WA (M),NSW (M),WA (M),NSW (M),2,Won Outright,Won Outright,Lost Outright,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,357,7120,427,710,N,N,N,N,N
